Model,Item,Part No.,Part Description (TCLNA), Price ,Type,Year Sold
40D91,30,814100391,Tray, $- ,Dehumidifier,2021
40D91,31,81080700002,Support of tray, $- ,Dehumidifier,2021
40D91,32,810701537,Base, $- ,Dehumidifier,2021
40D91,33,210702984,"caster, set of four", $ 3.68 ,Dehumidifier,2021
40D91,34,811201962,Compressor, $- ,Dehumidifier,2021
40D91,35,50610-100001,Nut, $- ,Dehumidifier,2021
40D91,36,811201967,Discharge pipe, $- ,Dehumidifier,2021
40D91,37,811201965,Suction pipe, $- ,Dehumidifier,2021
40D91,38,814100384D,Water tank, $ 20.68 ,Dehumidifier,2021
40D91,40,811301638,Upper foam, $- ,Dehumidifier,2021
40D91,41,811301639,Bottom foam, $- ,Dehumidifier,2021
40D91,42,211330093,Pad of lower foam, $- ,Dehumidifier,2021
40D91,*,814100762A,WiFi module, $- ,Dehumidifier,2021
50D1,,210703297,Seal, $ 2.00 ,Dehumidifier,2021
50D1,,810800096,Air outlet grill, $ 9.44 ,Dehumidifier,2021
50D1,,810701537,Base, $- ,Dehumidifier,2021
50D1,,811301639,Bottom foam, $- ,Dehumidifier,2021
50D1,,81071800022C,Bucket, $ 19.72 ,Dehumidifier,2021
50D1,,214106309,Capacitor clamp, $ 1.00 ,Dehumidifier,2021
50D1,,810900432,Capacitor of compressor, $- ,Dehumidifier,2021
50D1,,210702984,"caster, set of four", $ 3.68 ,Dehumidifier,2021
50D1,,810700435A,Centrifugal fan, $ 10.00 ,Dehumidifier,2021
50D1,,811202078,Compressor, $- ,Dehumidifier,2021
50D1,,811202023,Condensor, $- ,Dehumidifier,2021
50D1,,810900595A,Control PCB, $- ,Dehumidifier,2021
50D1,,81071800044,Cover of duct, $- ,Dehumidifier,2021
50D1,,81072000019,Cover of duct, $ 1.36 ,Dehumidifier,2021
50D1,,81071800029B,Cover of water bucket, $ 1.00 ,Dehumidifier,2021
50D1,,811201878,Discharge pipe, $- ,Dehumidifier,2021
50D1,,810900599,Display board, $- ,Dehumidifier,2021
50D1,,810701310A,Drain Hose Cap, $ 0.60 ,Dehumidifier,2021
50D1,,81071800043,Duct, $ 32.64 ,Dehumidifier,2021
50D1,,81080700014,Electric box cover, $- ,Dehumidifier,2021
50D1,,81080700013,Electrical box, $- ,Dehumidifier,2021
50D1,,211206772,Evaporator, $- ,Dehumidifier,2021
50D1,,210900347A,Fan motor, $- ,Dehumidifier,2021
50D1,,1170100034A,Fan motor capacitor, $ 7.84 ,Dehumidifier,2021
50D1,,81071800033B,Filter, $ 13.36 ,Dehumidifier,2021
50D1,,81071800032C,Filter frame, $ 5.00 ,Dehumidifier,2021
50D1,,81080700015,Fixer of control PCB, $- ,Dehumidifier,2021
50D1,,210703134,Fixer of drainage cover, $ 2.75 ,Dehumidifier,2021
50D1,,81071800047,Fixer of micro-switch, $- ,Dehumidifier,2021
50D1,,81071800027C,Float, $ 2.32 ,Dehumidifier,2021
50D1,,810700424,Foam of float, $ 1.00 ,Dehumidifier,2021
50D1,,81071800018S,Front panel, $- ,Dehumidifier,2021
50D1,,81071800035D,Handle, $- ,Dehumidifier,2021
50D1,,81071800026B,Handle of tank, $ 1.84 ,Dehumidifier,2021
50D1,,810900236A,Humidity sensor, $ 15.76 ,Dehumidifier,2021
50D1,,810700515,lead of water, $- ,Dehumidifier,2021
50D1,,810900307,Micro-switch, $ 5.60 ,Dehumidifier,2021
50D1,,1180200018,Nut, $- ,Dehumidifier,2021
50D1,,1180220001,Nut, $- ,Dehumidifier,2021
50D1,,81071800049,Operation panel, $- ,Dehumidifier,2021
50D1,,211330093,Pad of lower foam, $- ,Dehumidifier,2021
50D1,,811306486E,Panel sticker, $- ,Dehumidifier,2021
50D1,,210900346D,Power cord, $ 17.08 ,Dehumidifier,2021
50D1,,81071800034C,Rear panel, $- ,Dehumidifier,2021
50D1,,210703162,Sensor fixer, $ 2.00 ,Dehumidifier,2021
50D1,,210900480B,Sensor resistance, $ 8.00 ,Dehumidifier,2021
50D1,,811201882,Suction pipe, $- ,Dehumidifier,2021
50D1,,81080700002,Support of tray, $- ,Dehumidifier,2021
50D1,,81071800036D,Top panel, $- ,Dehumidifier,2021
50D1,,814100391,Tray, $- ,Dehumidifier,2021
50D1,,811301638,Upper foam, $- ,Dehumidifier,2021
50D91,1,81071800018S,Front panel, $- ,Dehumidifier,2021
50D91,2,81071800036D,Top panel, $- ,Dehumidifier,2021
50D91,3,811306486D,Panel sticker, $- ,Dehumidifier,2021
50D91,4,810900599,Display board, $- ,Dehumidifier,2021
50D91,5,81071800049,Operation panel box, $- ,Dehumidifier,2021
50D91,6,81071800035D,Handle, $- ,Dehumidifier,2021
50D91,7,81071800044,Cover of duct, $- ,Dehumidifier,2021
50D91,8,810700435,Centrifugal fan, $- ,Dehumidifier,2021
50D91,9,210900347A,Fan motor, $- ,Dehumidifier,2021
50D91,10,810701975,Duct, $- ,Dehumidifier,2021
50D91,11,81071800034C,Rear panel, $- ,Dehumidifier,2021
50D91,12,81071800032C,Filter frame, $ 5.00 ,Dehumidifier,2021
50D91,13,81071800033B,Filter, $ 13.36 ,Dehumidifier,2021
50D91,14,810701299A,Drain Cap, $ 1.30 ,Dehumidifier,2021
50D91,15,81080800025,Electric box cover, $- ,Dehumidifier,2021
50D91,16,810900595A,Control PCB, $- ,Dehumidifier,2021
50D91,17,81080700015,Fixer of control PCB, $- ,Dehumidifier,2021
50D91,18,81080700013,Electrical box, $- ,Dehumidifier,2021
50D91,19,210900346D,Power cord, $ 17.08 ,Dehumidifier,2021
50D91,20,214106309,Transformer, $ 1.00 ,Dehumidifier,2021
50D91,21,810900432,Capacitor of compressor, $- ,Dehumidifier,2021
50D91,22,810900766,Fan motor capacitor, $- ,Dehumidifier,2021
50D91,23,210703162,Sensor fixer, $ 2.00 ,Dehumidifier,2021
50D91,24,810900236A,Humidity sensor, $ 15.76 ,Dehumidifier,2021
50D91,25,210900480B,Sensor resistance, $ 8.00 ,Dehumidifier,2021
50D91,26,81071800047,Fixer of micro-switch, $- ,Dehumidifier,2021
50D91,27,810900307,Micro-switch, $ 5.60 ,Dehumidifier,2021
50D91,28,811202031,Heat-exchanger subassembly, $- ,Dehumidifier,2021
50D91,29,810700515,lead of water, $- ,Dehumidifier,2021
50D91,30,814100391,Tray, $- ,Dehumidifier,2021
50D91,31,81080700002,Support of tray, $- ,Dehumidifier,2021
50D91,32,810701537,Base, $- ,Dehumidifier,2021
50D91,33,210702984,"caster, set of four", $ 3.68 ,Dehumidifier,2021
50D91,34,811202078,Compressor, $- ,Dehumidifier,2021
50D91,35,50610-100001,Nut, $- ,Dehumidifier,2021
50D91,36,811201878,Discharge pipe, $- ,Dehumidifier,2021
50D91,37,811201882,Suction pipe, $- ,Dehumidifier,2021
50D91,38,814100384D,"Bucket, White", $ 20.68 ,Dehumidifier,2021
50D91,40,811301638,Upper foam, $- ,Dehumidifier,2021
50D91,41,811301639,Bottom foam, $- ,Dehumidifier,2021
50D91,42,211330093,Pad of lower foam, $- ,Dehumidifier,2021
50D91,*,814100762A,WiFi module, $- ,Dehumidifier,2021
50D91-B,1,81071800018AC,Front panel, $- ,Dehumidifier,2021
50D91-B,2,81071800036D,Top panel, $- ,Dehumidifier,2021
50D91-B,3,811306486D,Panel sticker, $- ,Dehumidifier,2021
50D91-B,4,810900599,Display board, $- ,Dehumidifier,2021
50D91-B,5,81071800049,Operation panel box, $- ,Dehumidifier,2021
50D91-B,6,81071800035D,Handle, $- ,Dehumidifier,2021
50D91-B,7,81071800044,Cover of duct, $- ,Dehumidifier,2021
50D91-B,8,810700435,Centrifugal fan, $- ,Dehumidifier,2021
50D91-B,9,210900347A,Fan motor, $- ,Dehumidifier,2021
50D91-B,10,810701975,Duct, $- ,Dehumidifier,2021
50D91-B,11,81071800034D,Rear panel, $- ,Dehumidifier,2021
50D91-B,12,81071800032D,Filter frame, $ 7.00 ,Dehumidifier,2021
50D91-B,13,81071800033C,Filter, $ 4.16 ,Dehumidifier,2021
50D91-B,14,810701299C,Drain Cap, $ 1.30 ,Dehumidifier,2021
50D91-B,15,81080800025,Electric box cover, $- ,Dehumidifier,2021
50D91-B,16,810900595A,Control PCB, $- ,Dehumidifier,2021
50D91-B,17,81080700015,Fixer of control PCB, $- ,Dehumidifier,2021
50D91-B,18,81080700013,Electrical box, $- ,Dehumidifier,2021
50D91-B,19,210900346E,Power cord, $- ,Dehumidifier,2021
50D91-B,20,214106309,Transformer, $ 1.00 ,Dehumidifier,2021
50D91-B,21,810900432,Capacitor of compressor, $- ,Dehumidifier,2021
50D91-B,22,810900766,Fan motor capacitor, $- ,Dehumidifier,2021
50D91-B,23,210703162,Sensor fixer, $ 2.00 ,Dehumidifier,2021
50D91-B,24,810900236A,Humidity sensor, $ 15.76 ,Dehumidifier,2021
50D91-B,25,210900480B,Sensor resistance, $ 8.00 ,Dehumidifier,2021
50D91-B,26,81071800047,Fixer of micro-switch, $- ,Dehumidifier,2021
50D91-B,27,810900307,Micro-switch, $ 5.60 ,Dehumidifier,2021
50D91-B,28,811202031,Heat-exchanger subassembly, $- ,Dehumidifier,2021
50D91-B,29,810700515,lead of water, $- ,Dehumidifier,2021
50D91-B,30,814100391,Tray, $- ,Dehumidifier,2021
50D91-B,31,81080700002,Support of tray, $- ,Dehumidifier,2021
50D91-B,32,810701537,Base, $- ,Dehumidifier,2021
50D91-B,33,210702984,"caster, set of four", $ 3.68 ,Dehumidifier,2021
50D91-B,34,811202078,Compressor, $- ,Dehumidifier,2021
50D91-B,35,50610-100001,Nut, $- ,Dehumidifier,2021
50D91-B,36,811201878,Discharge pipe, $- ,Dehumidifier,2021
50D91-B,37,811201882,Suction pipe, $- ,Dehumidifier,2021
50D91-B,38,814100384E,"Bucket, Black", $ 20.68 ,Dehumidifier,2021
50D91-B,40,811301638,Upper foam, $- ,Dehumidifier,2021
50D91-B,41,811301639,Bottom foam, $- ,Dehumidifier,2021
50D91-B,42,211330093,Pad of lower foam, $- ,Dehumidifier,2021
50D91-B,*,814100762A,WiFi module, $- ,Dehumidifier,2021
50DP1,,22015-000016,Pump, $ 16.00 ,Dehumidifier,2021
50DP1,,210703296F,Drain Hose Adapter, $ 3.30 ,Dehumidifier,2021
50DP1,,210703297,Seal, $ 2.00 ,Dehumidifier,2021
50DP1,,810800096,Air outlet grill, $ 9.44 ,Dehumidifier,2021
50DP1,,810701537,Base, $- ,Dehumidifier,2021
50DP1,,811301639,Bottom foam, $- ,Dehumidifier,2021
50DP1,,81071800022C,Bucket, $ 19.72 ,Dehumidifier,2021
50DP1,,214106309,Capacitor clamp, $ 1.00 ,Dehumidifier,2021
50DP1,,810900432,Capacitor of compressor, $- ,Dehumidifier,2021
50DP1,,811202081,Capillary, $- ,Dehumidifier,2021
50DP1,,210702984,"caster, set of four", $ 3.68 ,Dehumidifier,2021
50DP1,,810700435A,Centrifugal fan, $ 10.00 ,Dehumidifier,2021
50DP1,,811202078,Compressor, $- ,Dehumidifier,2021
50DP1,,811202023,Condensor, $- ,Dehumidifier,2021
50DP1,,810900595,Control circuit board, $- ,Dehumidifier,2021
50DP1,,81071800044,Cover of duct, $- ,Dehumidifier,2021
50DP1,,81072000019,Cover of duct, $ 1.36 ,Dehumidifier,2021
50DP1,,81071800029B,Cover of water bucket, $ 1.00 ,Dehumidifier,2021
50DP1,,810700315,Damping rubber of pump A, $ 2.97 ,Dehumidifier,2021
50DP1,,8.11E+11,Damping rubber of pump B, $ 2.97 ,Dehumidifier,2021
50DP1,,811201878,Discharge pipe, $- ,Dehumidifier,2021
50DP1,,810900599,Display board, $- ,Dehumidifier,2021
50DP1,,810701310A,Drain Hose Cap, $ 0.60 ,Dehumidifier,2021
50DP1,,810700291,Drain Tube 16', $ 6.00 ,Dehumidifier,2021
50DP1,,210702989,Drainage of pump, $ 2.50 ,Dehumidifier,2021
50DP1,,81071800043,Duct, $ 32.64 ,Dehumidifier,2021
50DP1,,81080700013,Electrical box, $- ,Dehumidifier,2021
50DP1,,81080700014,Electrical box cover, $- ,Dehumidifier,2021
50DP1,,211206772,Evaporator, $- ,Dehumidifier,2021
50DP1,,210900347A,Fan motor, $- ,Dehumidifier,2021
50DP1,,1170100034A,Fan motor capacitor, $ 7.84 ,Dehumidifier,2021
50DP1,,81071800033B,Filter, $ 13.36 ,Dehumidifier,2021
50DP1,,81071800032C,Filter frame, $ 5.00 ,Dehumidifier,2021
50DP1,,210703200,Filter of pump, $ 2.85 ,Dehumidifier,2021
50DP1,,81080700015,Fixer of control PCB, $- ,Dehumidifier,2021
50DP1,,210703134,Fixer of drainage cover, $ 2.75 ,Dehumidifier,2021
50DP1,,214106114,Fixer of micro-switch, $ 0.64 ,Dehumidifier,2021
50DP1,,81071800027C,Float, $ 2.32 ,Dehumidifier,2021
50DP1,,810700424,Foam of float, $ 1.00 ,Dehumidifier,2021
50DP1,,81071800018S,Front panel, $- ,Dehumidifier,2021
50DP1,,81071800035D,Handle, $- ,Dehumidifier,2021
50DP1,,81071800026B,Handle of tank, $ 1.84 ,Dehumidifier,2021
50DP1,,810900236A,Humidity sensor, $ 15.76 ,Dehumidifier,2021
50DP1,,810700313,Inlet pipe of pump, $ 5.44 ,Dehumidifier,2021
50DP1,,810700515,lead of water, $- ,Dehumidifier,2021
50DP1,,81071800038,Lower cover of pump, $ 4.08 ,Dehumidifier,2021
50DP1,,810900307,Micro-switch, $ 5.60 ,Dehumidifier,2021
50DP1,,1180200018,Nut, $- ,Dehumidifier,2021
50DP1,,1180220001,Nut, $- ,Dehumidifier,2021
50DP1,,81071800049,Operation panel, $- ,Dehumidifier,2021
50DP1,,810700314,Outlet pipe of pump, $ 4.08 ,Dehumidifier,2021
50DP1,,211330093,Pad of lower foam, $- ,Dehumidifier,2021
50DP1,,811306486A,Panel sticker, $- ,Dehumidifier,2021
50DP1,,210900346D,Power cord, $ 17.08 ,Dehumidifier,2021
50DP1,,81071800034C,Rear panel, $- ,Dehumidifier,2021
50DP1,,81071800040,Rotating shaft box, $- ,Dehumidifier,2021
50DP1,,210703162,Sensor fixer, $ 2.00 ,Dehumidifier,2021
50DP1,,210900480B,Sensor resistance, $ 8.00 ,Dehumidifier,2021
50DP1,,810700316,Slip fixer, $ 0.50 ,Dehumidifier,2021
50DP1,,81072000001,Spring, $ 0.56 ,Dehumidifier,2021
50DP1,,811201882,Suction pipe, $- ,Dehumidifier,2021
50DP1,,81071800039,Suction pipe of pump, $ 1.04 ,Dehumidifier,2021
50DP1,,81080700002,Support of tray, $- ,Dehumidifier,2021
50DP1,,81071800036D,Top panel, $- ,Dehumidifier,2021
50DP1,,810701912,Tray, $- ,Dehumidifier,2021
50DP1,,81071800037,Upper cover of pump, $ 3.20 ,Dehumidifier,2021
50DP1,,811301638,Upper foam, $- ,Dehumidifier,2021
DEA20ES,,210703297,Gasket, $ 2.00 ,Dehumidifier,2021
DEA20ES,,810701538,Base, $- ,Dehumidifier,2021
DEA20ES,,811302441,Bottom foam, $- ,Dehumidifier,2021
DEA20ES,,210800490,Capacitor clamp, $- ,Dehumidifier,2021
DEA20ES,,810900309,Capacitor of compressor, $ 9.69 ,Dehumidifier,2021
DEA20ES,,811200894,Capillary, $- ,Dehumidifier,2021
DEA20ES,,210702984,"caster, set of four", $ 3.68 ,Dehumidifier,2021
DEA20ES,,810700425,Centrifugal fan, $ 10.00 ,Dehumidifier,2021
DEA20ES,,811202068,Compressor, $- ,Dehumidifier,2021
DEA20ES,,811200500,Condensor, $- ,Dehumidifier,2021
DEA20ES,,810900595A,Control circuit board, $- ,Dehumidifier,2021
DEA20ES,,81071800070,Cover of duct, $- ,Dehumidifier,2021
DEA20ES,,81071800065,Cover of heat-exchanger, $- ,Dehumidifier,2021
DEA20ES,,81072000027C,Cover of water bucket, $ 4.41 ,Dehumidifier,2021
DEA20ES,,811201392,Discharge pipe, $- ,Dehumidifier,2021
DEA20ES,,810900599,Display board, $- ,Dehumidifier,2021
DEA20ES,,210703134,Drain Cap Tether, $ 2.75 ,Dehumidifier,2021
DEA20ES,,810701310A,Drain hose Cap, $ 0.60 ,Dehumidifier,2021
DEA20ES,,81071800069,Duct, $- ,Dehumidifier,2021
DEA20ES,,81080700013,Electrical box, $- ,Dehumidifier,2021
DEA20ES,,81080700014,Electrical box cover, $- ,Dehumidifier,2021
DEA20ES,,811200645,Evaporator, $- ,Dehumidifier,2021
DEA20ES,,210900358,Fan motor, $ 32.42 ,Dehumidifier,2021
DEA20ES,,1170100030A,Fan motor capacitor, $ 3.76 ,Dehumidifier,2021
DEA20ES,,81072000034A,Filter, $ 10.24 ,Dehumidifier,2021
DEA20ES,,81080700015,Fixer of control PCB, $- ,Dehumidifier,2021
DEA20ES,,214106114,Fixer of micro-switch, $ 0.64 ,Dehumidifier,2021
DEA20ES,,81071800055D,Float, $ 2.96 ,Dehumidifier,2021
DEA20ES,,810700424,Foam of float, $ 1.00 ,Dehumidifier,2021
DEA20ES,,81072000035D,Frame, $ 7.00 ,Dehumidifier,2021
DEA20ES,,81072000025Y,Front panel, $- ,Dehumidifier,2021
DEA20ES,,810900236A,Humidity sensor, $ 15.76 ,Dehumidifier,2021
DEA20ES,,810700515,Leader of water, $- ,Dehumidifier,2021
DEA20ES,,81072000036D,Left handle, $- ,Dehumidifier,2021
DEA20ES,,81072000006A,Lower cover of pump, $- ,Dehumidifier,2021
DEA20ES,,810900307,Micro-switch, $ 5.60 ,Dehumidifier,2021
DEA20ES,,1180200010,Nut, $ 0.25 ,Dehumidifier,2021
DEA20ES,,1180220001,Nut, $- ,Dehumidifier,2021
DEA20ES,,811306485A,Panel sticker, $- ,Dehumidifier,2021
DEA20ES,,210900346D,Power cord, $ 17.08 ,Dehumidifier,2021
DEA20ES,,810800087,Protect net, $- ,Dehumidifier,2021
DEA20ES,,81072000033E,Rear panel, $- ,Dehumidifier,2021
DEA20ES,,810700614D,Right handle, $- ,Dehumidifier,2021
DEA20ES,,210703162,Sensor fixer, $ 2.00 ,Dehumidifier,2021
DEA20ES,,210900480B,Sensor resistance, $ 8.00 ,Dehumidifier,2021
DEA20ES,,811202296,Suction pipe, $- ,Dehumidifier,2021
DEA20ES,,810100023,Tie ball, $ 0.50 ,Dehumidifier,2021
DEA20ES,,81072000032D,Top panel, $- ,Dehumidifier,2021
DEA20ES,,810701303,Tray, $- ,Dehumidifier,2021
DEA20ES,,81072000005A,Upper cover of pump, $- ,Dehumidifier,2021
DEA20ES,,811302442,Upper foam, $- ,Dehumidifier,2021
DEA20ES,,81072000026E,water bucket, $ 18.58 ,Dehumidifier,2021
DEA30E,,22015-000016,Pump, $ 16.00 ,Dehumidifier,2021
DEA30E,,210703297,Gasket of Cap, $ 2.00 ,Dehumidifier,2021
DEA30E,,81071800068,Base, $- ,Dehumidifier,2021
DEA30E,,811301639,Bottom foam, $- ,Dehumidifier,2021
DEA30E,,811302441,Bottom foam, $- ,Dehumidifier,2021
DEA30E,,81072000028C,Bucket, $ 15.00 ,Dehumidifier,2021
DEA30E,,81071800026C,Bucket Handle, $ 1.36 ,Dehumidifier,2021
DEA30E,,210702984,"caster, set of four", $ 3.68 ,Dehumidifier,2021
DEA30E,,810700425,Centrifugal fan, $ 10.00 ,Dehumidifier,2021
DEA30E,,811200881,Compressor, $- ,Dehumidifier,2021
DEA30E,,811200648,Condensor, $- ,Dehumidifier,2021
DEA30E,,81071800070,Cover of duct, $- ,Dehumidifier,2021
DEA30E,,81072000019,Cover of duct, $ 1.36 ,Dehumidifier,2021
DEA30E,,81071800065,Cover of heat-exchanger, $- ,Dehumidifier,2021
DEA30E,,81072000027B,Cover of water bucket, $ 4.95 ,Dehumidifier,2021
DEA30E,,810700315,Damping rubber of pump A, $ 2.97 ,Dehumidifier,2021
DEA30E,,8.11E+11,Damping rubber of pump B, $- ,Dehumidifier,2021
DEA30E,,811201065,Discharge pipe, $- ,Dehumidifier,2021
DEA30E,,210900930D,Display board, $- ,Dehumidifier,2021
DEA30E,,210703134,Drain Cap Tether, $ 2.75 ,Dehumidifier,2021
DEA30E,,214106113B,Drain Hose Cap, $ 0.35 ,Dehumidifier,2021
DEA30E,,81071800069,Duct, $- ,Dehumidifier,2021
DEA30E,,811200645,Evaporator, $- ,Dehumidifier,2021
DEA30E,,210900358,Fan motor, $ 32.42 ,Dehumidifier,2021
DEA30E,,214106114,Fixer of micro-switch, $ 0.64 ,Dehumidifier,2021
DEA30E,,81071800055B,Float, $ 2.96 ,Dehumidifier,2021
DEA30E,,810700424,Foam of float, $ 1.00 ,Dehumidifier,2021
DEA30E,,81072000025L,Front panel, $- ,Dehumidifier,2021
DEA30E,,810900236,Humidity sensor, $ 16.64 ,Dehumidifier,2021
DEA30E,,810700515,Leader of water, $- ,Dehumidifier,2021
DEA30E,,81072000036A,Left handle, $ 1.00 ,Dehumidifier,2021
DEA30E,,81072000006,Lower cover of pump, $- ,Dehumidifier,2021
DEA30E,,810900307,Micro-switch, $ 5.60 ,Dehumidifier,2021
DEA30E,,211330093,Pad of lower foam, $- ,Dehumidifier,2021
DEA30E,,811302444,Panel sticker, $- ,Dehumidifier,2021
DEA30E,,210900346A,Power cord, $- ,Dehumidifier,2021
DEA30E,,810800087,Protect net, $- ,Dehumidifier,2021
DEA30E,,81072000033D,Rear panel, $- ,Dehumidifier,2021
DEA30E,,810700614A,Right handle, $ 1.00 ,Dehumidifier,2021
DEA30E,,81071800040,Rotating shaft box, $- ,Dehumidifier,2021
DEA30E,,210703162,Sensor fixer, $ 2.00 ,Dehumidifier,2021
DEA30E,,810700316,Slip fixer, $ 0.50 ,Dehumidifier,2021
DEA30E,,81072000001,Spring, $ 0.56 ,Dehumidifier,2021
DEA30E,,811201066,Suction pipe, $- ,Dehumidifier,2021
DEA30E,,810100023,Tie ball, $ 0.50 ,Dehumidifier,2021
DEA30E,,81072000032A,Top panel, $- ,Dehumidifier,2021
DEA30E,,81071800061,Tray, $ 17.84 ,Dehumidifier,2021
DEA30E,,81072000005,Upper cover of pump, $- ,Dehumidifier,2021
DEA30E,,811301638,Upper foam, $- ,Dehumidifier,2021
DEA30E,,811302442,Upper foam, $- ,Dehumidifier,2021
DEA30ES,,210703297,Gasket, $ 2.00 ,Dehumidifier,2021
DEA30ES,,810701538,Base, $- ,Dehumidifier,2021
DEA30ES,,811302441,Bottom foam, $- ,Dehumidifier,2021
DEA30ES,,214106309,Capacitor clamp, $ 1.00 ,Dehumidifier,2021
DEA30ES,,810900205,Capacitor of compressor, $ 11.97 ,Dehumidifier,2021
DEA30ES,,811201995,Capillary, $- ,Dehumidifier,2021
DEA30ES,,210702984,"caster, set of four", $ 3.68 ,Dehumidifier,2021
DEA30ES,,810700425,Centrifugal fan, $ 10.00 ,Dehumidifier,2021
DEA30ES,,811201996,Compressor, $- ,Dehumidifier,2021
DEA30ES,,811201690,Condensor, $- ,Dehumidifier,2021
DEA30ES,,810900595A,Control circuit board, $- ,Dehumidifier,2021
DEA30ES,,81071800070,Cover of duct, $- ,Dehumidifier,2021
DEA30ES,,81071800065,Cover of heat-exchanger, $- ,Dehumidifier,2021
DEA30ES,,81072000027C,Cover of water bucket, $ 4.41 ,Dehumidifier,2021
DEA30ES,,811201392,Discharge pipe, $- ,Dehumidifier,2021
DEA30ES,,810900599,Display board, $- ,Dehumidifier,2021
DEA30ES,,210703134,Drain Cap Tether, $ 2.75 ,Dehumidifier,2021
DEA30ES,,810701310A,Drain hose Cap, $ 0.60 ,Dehumidifier,2021
DEA30ES,,81071800069,Duct, $- ,Dehumidifier,2021
DEA30ES,,81080700013,Electrical box, $- ,Dehumidifier,2021
DEA30ES,,81080700014,Electrical box cover, $- ,Dehumidifier,2021
DEA30ES,,811201421,Evaporator, $- ,Dehumidifier,2021
DEA30ES,,210900358,Fan motor, $ 32.42 ,Dehumidifier,2021
DEA30ES,,1170100030A,Fan motor capacitor, $ 3.76 ,Dehumidifier,2021
DEA30ES,,81072000034A,Filter, $ 10.24 ,Dehumidifier,2021
DEA30ES,,81080700015,Fixer of control PCB, $- ,Dehumidifier,2021
DEA30ES,,214106114,Fixer of micro-switch, $ 0.64 ,Dehumidifier,2021
DEA30ES,,81071800055D,Float, $ 2.96 ,Dehumidifier,2021
DEA30ES,,810700424,Foam of float, $ 1.00 ,Dehumidifier,2021
DEA30ES,,81072000035D,Frame, $ 7.00 ,Dehumidifier,2021
DEA30ES,,81072000025Y,Front panel, $- ,Dehumidifier,2021
DEA30ES,,810900236A,Humidity sensor, $ 15.76 ,Dehumidifier,2021
DEA30ES,,810700515,Leader of water, $- ,Dehumidifier,2021
DEA30ES,,81072000036D,Left handle, $- ,Dehumidifier,2021
DEA30ES,,81072000006A,Lower cover of pump, $- ,Dehumidifier,2021
DEA30ES,,810900307,Micro-switch, $ 5.60 ,Dehumidifier,2021
DEA30ES,,1180200010,Nut, $ 0.25 ,Dehumidifier,2021
DEA30ES,,1180220001,Nut, $- ,Dehumidifier,2021
DEA30ES,,811306485F,Panel sticker, $- ,Dehumidifier,2021
DEA30ES,,210900346D,Power cord, $ 17.08 ,Dehumidifier,2021
DEA30ES,,810800087,Protect net, $- ,Dehumidifier,2021
DEA30ES,,81072000033E,Rear panel, $- ,Dehumidifier,2021
DEA30ES,,810700614D,Right handle, $- ,Dehumidifier,2021
DEA30ES,,210703162,Sensor fixer, $ 2.00 ,Dehumidifier,2021
DEA30ES,,210900480B,Sensor resistance, $ 8.00 ,Dehumidifier,2021
DEA30ES,,811201066,Suction pipe, $- ,Dehumidifier,2021
DEA30ES,,810100023,Tie ball, $ 0.50 ,Dehumidifier,2021
DEA30ES,,81072000032D,Top panel, $- ,Dehumidifier,2021
DEA30ES,,810701303,Tray, $- ,Dehumidifier,2021
DEA30ES,,81072000005A,Upper cover of pump, $- ,Dehumidifier,2021
